Transaction_ID,Date,Transaction_Type,Category,Item_Description,Amount_Raw,Tax_Amount,Total_Amount,Payment_Method,Payment_Status,Vendor_Supplier,Priority_Level
232,2025-12-02,Expense,Electricity Bill,KE invoice,19734.64,3552.2352,23286.8752,Bank Transfer,Paid,Zong,Low
233,2025-11-23,Expense,Transport,Vehicle maintenance,3379.81,608.3657999999999,3988.1758,Bank Transfer,Paid,Metro Karachi,Low
234,2025-10-14,Income,Refunds,Customer refund,37338.39,6720.910199999999,44059.3002,EasyPaisa,Paid,Retail Client,Low
235,2025-08-29,Income,Sales,Product sale,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Retail Client,Low
236,2025-03-15,Expense,Refunds,AC repair,31920.61,5745.7098,37666.3198,Cash,Pending,JazzCash,Low
237,2025-03-28,Income,Refunds,Bank interest,31857.63,5734.3734,37592.0034,Check,Paid,Consulting Fee,Low
238,2025-01-08,Expense,Maintenance,AC repair,31707.66,5707.3788,37415.0388,EasyPaisa,Paid,Salaried Staff,Low
239,2025-06-06,Income,Sales,Service revenue,23068.35,4152.303,27220.653,Check,Pending,Retail Client,Low
240,2025-09-08,Expense,Maintenance,AC repair,45992.07,8278.5726,54270.6426,Bank Transfer,Paid,Imtiaz Mall,Low
241,2025-10-29,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Retail Client,Low
242,2025-01-11,Income,Sales,Consulting income,34912.01,6284.1618,41196.1718,Check,Paid,Retail Client,Low
243,2025-11-07,Income,Interest,Bank interest,39345.62,7082.2116000000005,46427.831600000005,EasyPaisa,Pending,Online Sale,Low
244,2025-07-29,Expense,Refunds,Part-time wages,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Careem,Low
245,2025-10-21,Expense,Salaries,Part-time wages,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,JazzCash,Low
246,2025-01-26,Income,Services,Cleaning service charge,33999.94,6119.9892,40119.9292,Bank Transfer,Pending,Customer Payment,Low
247,2025-03-12,Income,Refunds,Return payment,13781.32,2480.6376,16261.9576,EasyPaisa,Paid,Retail Client,Low
248,2025-05-20,Expense,Transport,Vehicle maintenance,3537.65,636.777,4174.427,Cash,Paid,Careem,Low
249,2025-03-08,Expense,Stock Purchase,Inventory restock,28233.69,5082.0642,33315.7542,Bank Transfer,Paid,Ali Traders,Low
250,2025-09-25,Income,Interest,Profit on savings,33976.63,6115.7934,40092.4234,Cash,Paid,Customer Payment,Low
251,2025-09-11,Income,Sales,Consulting income,32344.21,5821.957799999999,38166.1678,Cash,Paid,Online Sale,Low
252,2025-09-13,Expense,Electricity Bill,KE invoice,5355.38,963.9684,6319.3484,Cash,Paid,Ali Traders,Low
253,2025-11-23,Expense,Marketing,Leaflet printing,38262.43,6887.2374,45149.6674,Bank Transfer,Pending,Ali Traders,Low
254,2025-11-04,Expense,Transport,Vehicle maintenance,2364.12,425.5416,2789.6616,EasyPaisa,Paid,Ali Traders,Low
255,2025-10-08,Expense,Transport,Petrol for delivery,7893.91,1420.9037999999998,9314.8138,Check,Paid,Salaried Staff,Low
256,2025-07-21,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,Customer Payment,Low
257,2025-09-13,Income,Sales,Service revenue,30504.96,5490.8928,35995.8528,Check,Pending,Consulting Fee,Low
258,2025-05-21,Expense,Electricity Bill,KE invoice,7763.6,1397.448,9161.048,EasyPaisa,Paid,Salaried Staff,Low
259,2025-10-11,Income,Services,Cleaning service charge,46098.99,8297.8182,54396.8082,EasyPaisa,Paid,Online Sale,Low
260,2025-10-26,Expense,Transport,Fuel charges,8318.22,1497.2795999999998,9815.4996,Cash,Paid,Shell,Low
261,2025-03-24,Expense,Transport,Petrol for delivery,10668.33,1920.2994,12588.6294,Cash,Pending,Metro Karachi,Low
262,2025-12-12,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Consulting Fee,Low
263,2025-04-14,Expense,Maintenance,Furniture repair,27784.14,5001.1452,32785.2852,Bank Transfer,Paid,Salaried Staff,Low
264,2025-04-06,Income,Sales,Product sale,13123.3,2362.194,15485.494,Bank Transfer,Paid,Online Sale,Low
265,2025-11-17,Expense,Stock Purchase,Raw materials,61321.67,11037.9006,72359.57059999999,Cash,Paid,Shell,Low
266,2025-07-26,Income,Refunds,Customer refund,16887.79,3039.8022,19927.5922,Cash,Paid,Consulting Fee,Low
267,2025-11-25,Income,Sales,Service revenue,47276.89,8509.840199999999,55786.7302,Cash,Paid,Retail Client,Low
268,2025-09-18,Expense,Stock Purchase,Inventory restock,45026.61,8104.7898,53131.3998,Bank Transfer,Paid,K-Electric,Low
269,2025-11-17,Income,Services,Cleaning service charge,10676.19,1921.7142,12597.9042,Cash,Pending,Consulting Fee,Low
270,2025-06-19,Income,Sales,Product sale,12969.45,2334.501,15303.951,EasyPaisa,Paid,Online Sale,Low
271,2025-06-11,Income,Interest,Bank interest,31108.29,5599.4922,36707.7822,Cash,Paid,Customer Payment,Low
272,2025-12-18,Expense,Marketing,Billboard rent,20318.67,3657.3606,23976.0306,Cash,Paid,JazzCash,Low
273,2025-07-20,Expense,Transport,Fuel charges,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Salaried Staff,Low
274,2025-03-14,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Retail Client,Low
275,2025-07-31,Income,Services,Web development fee,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Customer Payment,Low
276,2025-05-09,Income,Services,Cleaning service charge,16753.13,3015.5634,19768.6934,EasyPaisa,Paid,Online Sale,Low
277,2025-06-10,Income,Services,Cleaning service charge,5887.22,1059.6996,6946.9196,EasyPaisa,Paid,Customer Payment,Low
278,2025-05-15,Income,Sales,Consulting income,40725.8,7330.644,48056.444,Cash,Pending,Online Sale,Low
279,2025-08-30,Income,Refunds,Customer refund,42475.1,7645.517999999999,50120.618,Bank Transfer,Paid,Online Sale,Low
280,2025-12-04,Income,Refunds,Bank interest,24638.29,4434.8922,29073.182200000003,Bank Transfer,Pending,Retail Client,Low
281,2025-07-04,Expense,Stock Purchase,Wholesale purchase,126240.78,22723.3404,148964.1204,Cash,Paid,Foodpanda,Low
283,2025-12-12,Expense,Stock Purchase,Wholesale purchase,128337.45,23100.741,151438.191,Bank Transfer,Pending,Ali Traders,Low
284,2025-01-21,Income,Sales,Service revenue,26073.71,4693.2678,30766.9778,EasyPaisa,Paid,Customer Payment,Low
286,2025-11-02,Income,Services,Web development fee,30930.03,5567.4054,36497.4354,Cash,Paid,Customer Payment,Low
287,2025-01-01,Expense,Marketing,Facebook ads,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,K-Electric,Low
288,2025-01-03,Income,Sales,Service revenue,34544.45,6218.000999999999,40762.451,Cash,Paid,Retail Client,Low
289,2025-10-02,Expense,Marketing,Leaflet printing,28821.2,5187.816,34009.016,Check,Paid,Daraz,Low
290,2025-06-07,Expense,Maintenance,Furniture repair,1259.24,226.6632,1485.9032,Bank Transfer,Paid,Shell,Low
291,2025-04-24,Expense,Rent,Warehouse rent,79222.41,14260.0338,93482.4438,EasyPaisa,Pending,Metro Karachi,High
292,2025-03-31,Expense,Stock Purchase,Raw materials,140998.6,25379.748,166378.348,Cash,Paid,Imtiaz Mall,Low
293,2025-11-11,Income,Sales,Product sale,48794.47,8783.0046,57577.4746,Check,Paid,Retail Client,Low
294,2025-09-23,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Retail Client,Low
295,2025-04-10,Expense,Stock Purchase,Inventory restock,85810.95,15445.971,101256.921,EasyPaisa,Pending,Metro Karachi,Low
296,2025-05-12,Expense,Transport,Fuel charges,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Pending,JazzCash,Low
297,2025-10-02,Income,Refunds,Return payment,33848.05,6092.649,39940.699,Bank Transfer,Paid,Customer Payment,Low
298,2025-05-18,Income,Services,Cleaning service charge,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Consulting Fee,Low
299,2025-09-04,Expense,Marketing,Billboard rent,35834.55,6450.219,42284.769,Check,Paid,SSGC,Low
300,2025-07-23,Income,Services,Cleaning service charge,27268.01,4908.2418,32176.2518,Bank Transfer,Pending,Consulting Fee,Low
301,2025-06-11,Income,Sales,Service revenue,16609.09,2989.6362,19598.7262,Bank Transfer,Paid,Retail Client,Low
302,2025-11-10,Expense,Electricity Bill,KE invoice,13381.86,2408.7348,15790.5948,Check,Paid,Careem,Low
303,2025-10-22,Income,Sales,Product sale,42887.28,7719.7104,50606.9904,Check,Paid,Online Sale,Low
304,2025-11-19,Expense,Maintenance,Furniture repair,13728.69,2471.1642,16199.854200000002,EasyPaisa,Paid,Metro Karachi,Low
305,2025-12-14,Income,Services,Cleaning service charge,25767.0,4638.06,30405.06,Cash,Paid,Consulting Fee,Low
306,2025-03-16,Income,Refunds,Return payment,35666.46,6419.962799999999,42086.4228,EasyPaisa,Paid,Consulting Fee,Low
307,2025-10-28,Expense,Stock Purchase,Raw materials,36255.19,6525.934200000001,42781.124200000006,Cash,Paid,SSGC,Low
308,2025-08-31,Income,Sales,Consulting income,19797.39,3563.5302,23360.9202,Check,Paid,Retail Client,Low
309,2025-01-15,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,Consulting Fee,Low
310,2025-11-02,Expense,Transport,Fuel charges,1147.78,206.6004,1354.3804,EasyPaisa,Pending,Shell,Low
311,2025-09-09,Expense,Electricity Bill,KE invoice,16940.08,3049.2144000000003,19989.2944,EasyPaisa,Pending,Metro Karachi,Low
312,2025-05-08,Income,Interest,Profit on savings,3888.97,700.0146,4588.9846,Check,Pending,Customer Payment,Low
313,2025-04-07,Expense,Rent,Office rent payment,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,SSGC,High
314,2025-02-16,Income,Sales,Service revenue,39675.52,7141.593599999999,46817.1136,Cash,Pending,Online Sale,Low
315,2025-04-03,Income,Refunds,Customer refund,38664.3,6959.5740000000005,45623.874,Check,Paid,Online Sale,Low
316,2025-03-23,Income,Sales,Service revenue,10336.82,1860.6276,12197.4476,Bank Transfer,Pending,Online Sale,Low
317,2025-05-22,Income,Interest,Bank interest,29263.31,5267.3958,34530.7058,EasyPaisa,Paid,Online Sale,Low
318,2025-12-18,Expense,Maintenance,AC repair,8542.0,1537.56,10079.56,Bank Transfer,Paid,K-Electric,Low
319,2025-11-27,Expense,Maintenance,AC repair,27637.41,4974.7338,32612.1438,EasyPaisa,Paid,Foodpanda,Low
320,2025-03-24,Income,Services,Cleaning service charge,12319.93,2217.5874,14537.5174,Bank Transfer,Paid,Consulting Fee,Low
321,2025-11-10,Expense,Refunds,Power bill,16806.02,3025.0836,19831.1036,Cash,Pending,Imtiaz Mall,Low
322,2025-02-10,Expense,Maintenance,Furniture repair,46973.95,8455.311,55429.261,Bank Transfer,Pending,Careem,Low
323,2025-02-06,Expense,Rent,Warehouse rent,66258.6,11926.548,78185.148,Bank Transfer,Paid,Imtiaz Mall,High
324,2025-04-02,Expense,Transport,Vehicle maintenance,10442.9,1879.722,12322.622,Cash,Paid,Daraz,Low
325,2025-06-22,Income,Interest,Profit on savings,49844.09,8971.936199999998,58816.02619999999,Check,Paid,Consulting Fee,Low
326,2025-10-07,Income,Interest,Profit on savings,22651.24,4077.2232,26728.4632,EasyPaisa,Paid,Customer Payment,Low
327,2025-06-04,Income,Refunds,Customer refund,1574.22,283.3596,1857.5796,Bank Transfer,Paid,Retail Client,Low
328,2025-05-16,Expense,Marketing,Facebook ads,15510.59,2791.9062,18302.4962,Bank Transfer,Paid,Zong,Low
329,2025-03-30,Expense,Maintenance,Furniture repair,40608.72,7309.5696,47918.2896,EasyPaisa,Paid,Ali Traders,Low
330,2025-03-03,Income,Sales,Service revenue,11429.46,2057.3028,13486.7628,Check,Paid,Consulting Fee,Low
331,2025-08-10,Expense,Maintenance,AC repair,24565.2,4421.736,28986.936,Bank Transfer,Paid,Daraz,Low
332,2025-05-05,Income,Refunds,Customer refund,29896.92,5381.445599999999,35278.3656,Bank Transfer,Paid,Retail Client,Low
333,2025-08-15,Income,Interest,Bank interest,19004.13,3420.7434,22424.8734,Cash,Paid,Customer Payment,Low
334,2025-03-17,Expense,Rent,Warehouse rent,45255.9,8146.062,53401.962,Bank Transfer,Paid,Careem,High
335,2025-05-13,Expense,Marketing,Leaflet printing,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,JazzCash,Low
336,2025-12-23,Expense,Rent,Warehouse rent,63005.02,11340.9036,74345.9236,EasyPaisa,Pending,Ali Traders,High
337,2025-07-14,Income,Refunds,Return payment,19973.29,3595.1922,23568.4822,EasyPaisa,Paid,Retail Client,Low
338,2025-09-14,Expense,Maintenance,Furniture repair,44629.7,8033.346,52663.046,EasyPaisa,Pending,Ali Traders,Low
339,2025-03-12,Income,Interest,Profit on savings,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,Retail Client,Low
340,2025-10-05,Income,Refunds,Web development fee,45495.6,8189.208,53684.808,EasyPaisa,Pending,Online Sale,Low
341,2025-04-05,Expense,Maintenance,AC repair,44126.46,7942.762799999999,52069.2228,EasyPaisa,Paid,Daraz,Low
342,2025-05-21,Income,Services,Web development fee,38241.15,6883.407,45124.557,Bank Transfer,Paid,Retail Client,Low
344,2025-04-15,Income,Services,Cleaning service charge,46987.39,8457.7302,55445.1202,Bank Transfer,Paid,Customer Payment,Low
345,2025-05-06,Expense,Transport,Vehicle maintenance,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Pending,Imtiaz Mall,Low
347,2025-12-31,Income,Interest,Profit on savings,32604.53,5868.8154,38473.3454,Cash,Paid,Online Sale,Low
348,2025-02-13,Expense,Transport,Fuel charges,1614.69,290.6442,1905.3342,Bank Transfer,Paid,Careem,Low
349,2025-01-27,Expense,Electricity Bill,Power bill,95449.50910461828,17180.91163883129,112630.42074344956,Bank Transfer,Paid,K-Electric,Low
350,2025-01-07,Expense,Stock Purchase,Raw materials,104925.99,18886.6782,123812.6682,EasyPaisa,Paid,Ali Traders,Low
351,2025-04-02,Income,Refunds,Return payment,18329.34,3299.2812,21628.6212,Bank Transfer,Pending,Retail Client,Low
352,2025-08-07,Income,Refunds,Customer refund,36621.56,6591.880799999999,43213.4408,Check,Paid,Customer Payment,Low
353,2025-12-28,Expense,Stock Purchase,Inventory restock,149353.16,26883.5688,176236.7288,Check,Paid,Shell,Low
354,2025-04-03,Income,Refunds,Customer refund,23511.84,4232.1312,27743.9712,Check,Paid,Online Sale,Low
355,2025-11-23,Income,Sales,Consulting income,39614.68,7130.6424,46745.3224,Cash,Pending,Retail Client,Low
356,2025-10-19,Income,Services,Cleaning service charge,46152.85,8307.512999999999,54460.363,Cash,Pending,Consulting Fee,Low
357,2025-10-02,Expense,Stock Purchase,Wholesale purchase,44359.26,7984.6668,52343.9268,EasyPaisa,Paid,SSGC,Low
358,2025-05-02,Expense,Stock Purchase,Raw materials,42751.66,7695.2988,50446.95880000001,Bank Transfer,Pending,Ali Traders,Low
359,2025-09-05,Income,Services,Cleaning service charge,26419.58,4755.5244,31175.104400000004,Cash,Pending,Online Sale,Low
360,2025-03-09,Income,Sales,Consulting income,43657.82,7858.4076,51516.2276,Cash,Paid,Customer Payment,Low
361,2025-10-23,Expense,Transport,Fuel charges,5011.94,902.1492,5914.089199999999,Cash,Paid,Foodpanda,Low
362,2025-11-15,Income,Refunds,Cleaning service charge,47192.25,8494.605,55686.855,Bank Transfer,Paid,Online Sale,Low
363,2025-08-16,Income,Services,Cleaning service charge,2997.57,539.5626,3537.1326,Check,Paid,Customer Payment,Low
364,2025-11-19,Expense,Marketing,Billboard rent,11935.15,2148.327,14083.477,Cash,Paid,Metro Karachi,Low
365,2025-03-09,Income,Interest,Profit on savings,32398.72,5831.7696,38230.4896,Bank Transfer,Paid,Consulting Fee,Low
366,2025-05-13,Expense,Stock Purchase,Wholesale purchase,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Careem,Low
367,2025-09-03,Expense,Maintenance,Furniture repair,30617.57,5511.1626,36128.7326,Check,Pending,K-Electric,Low
368,2025-11-29,Income,Refunds,Customer refund,40788.83,7341.9894,48130.8194,EasyPaisa,Paid,Consulting Fee,Low
369,2025-02-09,Expense,Rent,Shop rent March,33480.38,6026.4684,39506.8484,Bank Transfer,Paid,Zong,High
370,2025-04-22,Income,Sales,Consulting income,26797.16,4823.4888,31620.6488,Bank Transfer,Paid,Consulting Fee,Low
371,2025-12-14,Expense,Refunds,Raw materials,99493.8,17908.884,117402.684,EasyPaisa,Paid,Shell,Low
372,2025-01-01,Expense,Rent,Office rent payment,65111.09,11719.9962,76831.08619999999,Check,Paid,Careem,High
374,2025-02-06,Income,Services,Cleaning service charge,27826.48,5008.7664,32835.2464,Bank Transfer,Paid,Retail Client,Low
375,2025-05-02,Expense,Stock Purchase,Raw materials,93859.45,16894.700999999997,110754.151,Check,Paid,K-Electric,Low
376,2025-09-27,Expense,Stock Purchase,Wholesale purchase,31498.03,5669.645399999999,37167.6754,Cash,Paid,Salaried Staff,Low
377,2025-11-10,Income,Refunds,Return payment,45349.73,8162.9514,53512.6814,Check,Paid,Retail Client,Low
378,2025-03-27,Income,Refunds,Customer refund,29117.98,5241.2364,34359.2164,Cash,Pending,Retail Client,Low
379,2025-05-23,Expense,Salaries,Monthly payroll,102840.6,18511.308,121351.908,Bank Transfer,Paid,Shell,Low
380,2025-12-25,Income,Interest,Bank interest,4677.87,842.0165999999999,5519.8866,Check,Paid,Online Sale,Low
381,2025-12-05,Expense,Refunds,Petrol for delivery,12785.66,2301.4188,15087.0788,Cash,Paid,SSGC,Low
382,2025-09-01,Income,Interest,Profit on savings,34302.38,6174.428399999999,40476.8084,Check,Paid,Retail Client,Low
383,2025-05-19,Expense,Maintenance,Furniture repair,20166.53,3629.9754,23796.5054,Bank Transfer,Pending,Salaried Staff,Low
384,2025-06-22,Income,Refunds,Customer refund,1092.09,196.5762,1288.6662,Check,Paid,Customer Payment,Low
385,2025-01-18,Income,Sales,Consulting income,95449.50910461828,17180.91163883129,112630.42074344956,Cash,Paid,Customer Payment,Low
386,2025-11-28,Income,Sales,Service revenue,33193.65,5974.857,39168.507,EasyPaisa,Paid,Consulting Fee,Low
387,2025-06-15,Expense,Salaries,Monthly payroll,176559.8,31780.764,208340.564,EasyPaisa,Paid,Ali Traders,Low
388,2025-09-09,Income,Interest,Profit on savings,27261.29,4907.0322,32168.3222,Bank Transfer,Paid,Customer Payment,Low
389,2025-10-20,Expense,Refunds,Furniture repair,20791.72,3742.5096,24534.2296,Bank Transfer,Paid,K-Electric,Low
390,2025-09-04,Income,Refunds,Return payment,95449.50910461828,17180.91163883129,112630.42074344956,EasyPaisa,Paid,Customer Payment,Low
391,2025-08-24,Expense,Transport,Petrol for delivery,14545.18,2618.1324,17163.3124,Check,Paid,SSGC,Low
392,2025-02-13,Expense,Transport,Petrol for delivery,95449.50910461828,17180.91163883129,112630.42074344956,Check,Paid,Imtiaz Mall,Low
393,2025-09-13,Expense,Rent,Shop rent March,69388.93,12490.0074,81878.9374,Bank Transfer,Pending,K-Electric,High
394,2025-12-14,Income,Services,Web development fee,24700.29,4446.0522,29146.3422,Bank Transfer,Paid,Customer Payment,Low
395,2025-01-26,Expense,Maintenance,Furniture repair,41932.26,7547.8068,49480.0668,Cash,Paid,K-Electric,Low
396,2025-04-14,Expense,Electricity Bill,KE invoice,95449.50910461828,17180.91163883129,112630.42074344956,Check,Pending,JazzCash,Low
397,2025-01-04,Income,Services,Cleaning service charge,40466.88,7284.038399999999,47750.9184,Bank Transfer,Paid,Online Sale,Low
398,2025-05-03,Income,Sales,Consulting income,47539.75,8557.154999999999,56096.905,EasyPaisa,Paid,Retail Client,Low
399,2025-09-29,Income,Refunds,Return payment,33136.69,5964.6042,39101.2942,Cash,Paid,Online Sale,Low
400,2025-08-31,Expense,Salaries,Part-time wages,110805.52,19944.9936,130750.5136,Check,Paid,Imtiaz Mall,Low
401,2025-08-21,Income,Sales,Consulting income,39381.85,7088.732999999999,46470.583,Cash,Paid,Customer Payment,Low
402,2025-06-16,Expense,Salaries,Staff salaries Feb,165226.44,29740.7592,194967.1992,Check,Paid,Salaried Staff,Low
403,2025-08-30,Expense,Rent,Shop rent March,52887.01,9519.6618,62406.6718,EasyPaisa,Paid,Careem,High
404,2025-01-31,Expense,Salaries,Monthly payroll,134240.26,24163.2468,158403.5068,Bank Transfer,Paid,SSGC,Low
